timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,date,body_pct,high_pct
1615050000000,4.742,7.351,4.714,5.531,964569.739,1615053599999,5810275.99231600,30470,505031.97500000,3055079.79694800,0,2021-03-06 17:00:00,16.638549135385908,55.0189793336145
1615053600000,5.531,6.8,5.53,6.23,729371.619,1615057199999,4664945.48770400,22395,387545.18300000,2480774.60380100,0,2021-03-06 18:00:00,12.63785933827519,22.94340987163262
1615064400000,5.685,6.181,5.675,5.858,81248.939,1615067999999,478210.88888500,3503,42510.27900000,251453.45148100,0,2021-03-06 21:00:00,3.0430958663148644,8.72471416007037
1615078800000,5.937,7.0,5.937,6.519,287191.94,1615082399999,1882704.41318100,9671,154033.59400000,1013694.87377100,0,2021-03-07 01:00:00,9.802930773117733,17.90466565605524
1615104000000,6.407,7.11,6.328,6.909,211105.594,1615107599999,1446490.16542500,7326,127839.14200000,875832.87023800,0,2021-03-07 08:00:00,7.835180271577959,10.97237396597472
1615107600000,6.916,8.333,6.905,7.586,860216.386,1615111199999,6632264.20027900,21296,473644.22600000,3647704.28264800,0,2021-03-07 09:00:00,9.687680740312318,20.488721804511275
1615122000000,7.586,8.275,7.574,7.83,378302.859,1615125599999,3013436.33847200,14193,203164.46200000,1621154.77240900,0,2021-03-07 13:00:00,3.2164513577642992,9.082520432375428
1615179600000,6.36,6.87,6.317,6.527,100612.854,1615183199999,666316.78980700,3845,43776.13500000,290035.89556200,0,2021-03-08 05:00:00,2.6257861635220094,8.0188679245283
1615269600000,6.143,6.7,6.12,6.345,80487.561,1615273199999,517489.83437100,3186,55475.60500000,357167.61545300,0,2021-03-09 06:00:00,3.288295621032068,9.067230994628037
1615395600000,6.219,7.723,6.187,7.296,278928.894,1615399199999,1951049.28309700,8294,169955.51400000,1180460.55349700,0,2021-03-10 17:00:00,17.317896767969128,24.183952403923453
1615399200000,7.318,8.226,7.0,7.579,549826.493,1615402799999,4200129.35567200,16829,303270.47600000,2324695.50733200,0,2021-03-10 18:00:00,3.566548237223287,12.407761683520105
1615438800000,7.092,7.843,7.092,7.359,112278.918,1615442399999,840019.56502100,3724,64029.91600000,479475.29811800,0,2021-03-11 05:00:00,3.7648054145516126,10.589396503102092
1615449600000,7.499,8.0,7.116,7.998,68673.922,1615453199999,516678.92948100,2561,40540.76500000,306899.65156800,0,2021-03-11 08:00:00,6.654220562741707,6.680890785438064
1615453200000,7.998,8.887,7.798,8.73,248816.268,1615456799999,2079067.01177000,8933,144722.34400000,1210721.75376500,0,2021-03-11 09:00:00,9.152288072018006,11.115278819704928
1615456800000,8.733,9.5,8.366,8.499,375549.751,1615460399999,3364417.70187800,12264,181660.17000000,1633833.14470100,0,2021-03-11 10:00:00,-2.6794915836482307,8.78277796862475
1615464000000,8.148,9.2,8.148,8.71,151250.6,1615467599999,1318884.22986300,5695,86334.77200000,752135.85616500,0,2021-03-11 12:00:00,6.897398134511551,12.911143838978886
1615474800000,9.038,11.46,8.837,10.761,786011.805,1615478399999,8120570.76581500,26061,443952.02100000,4585127.86751800,0,2021-03-11 15:00:00,19.063952201814548,26.797964151360926
1615514400000,8.997,9.9,8.978,9.223,94901.807,1615517999999,892165.35315300,3986,45176.79200000,425403.87312600,0,2021-03-12 02:00:00,2.5119484272535386,10.036678892964327
1615521600000,9.115,9.872,8.918,9.533,72757.972,1615525199999,687291.05164800,4075,33842.27500000,320668.36238700,0,2021-03-12 04:00:00,4.585847504114089,8.304991771804714
1615525200000,9.534,10.4,9.356,9.947,99531.78,1615528799999,986040.20866300,4618,53353.92500000,529079.62293200,0,2021-03-12 05:00:00,4.331864904552113,9.083280889448286
1615536000000,9.35,10.51,9.335,10.0,109735.796,1615539599999,1114185.88028200,5233,66440.28000000,675108.25979200,0,2021-03-12 08:00:00,6.9518716577540145,12.406417112299467
1615550400000,9.974,10.92,9.974,10.203,93191.621,1615553999999,974190.14888500,4516,44514.75200000,467507.77849400,0,2021-03-12 12:00:00,2.2959695207539523,9.484660116302383
1615600800000,8.979,9.689,8.974,9.638,30976.472,1615604399999,290571.09447000,1578,15125.91900000,141800.01024200,0,2021-03-13 02:00:00,7.339347366076408,7.9073393473660865
1615608000000,9.64,10.4,9.626,10.134,54261.133,1615611599999,546187.31370500,2813,28661.37100000,287980.95287600,0,2021-03-13 04:00:00,5.124481327800827,7.883817427385889
1615615200000,10.336,12.752,10.332,12.416,186175.488,1615618799999,2163683.74857800,9438,107956.64400000,1250554.14311300,0,2021-03-13 06:00:00,20.123839009287924,23.37461300309598
1615647600000,10.498,11.5,10.454,10.941,94522.719,1615651199999,1056869.59770400,5284,45184.55100000,504411.06023900,0,2021-03-13 15:00:00,4.219851400266731,9.54467517622405
1615654800000,10.946,12.669,10.688,11.687,199184.944,1615658399999,2316388.25034100,10711,105982.74700000,1235013.80515000,0,2021-03-13 17:00:00,6.769596199524938,15.740909921432495
1615683600000,10.624,11.472,10.4,11.414,48516.412,1615687199999,525076.06490500,2527,28209.53800000,305045.93148900,0,2021-03-14 01:00:00,7.435993975903606,7.9819277108433635
1615773600000,10.433,11.28,10.371,10.966,39969.894,1615777199999,430036.54765000,2057,27659.88300000,296597.65710000,0,2021-03-15 02:00:00,5.108789418192269,8.118470238665768
1615798800000,9.462,10.496,9.46,9.77,59898.272,1615802399999,596465.23430700,2840,34890.99700000,349500.65126300,0,2021-03-15 09:00:00,3.2551257662227844,10.927922215176503
1615878000000,9.185,9.969,9.185,9.84,46229.875,1615881599999,441824.67503800,2318,24123.97900000,230824.23417800,0,2021-03-16 07:00:00,7.131192161132273,8.535655960805649
1616482800000,7.506,8.036,7.482,8.031,18282.209,1616486399999,142617.65289600,634,8834.31600000,68873.56983100,0,2021-03-23 07:00:00,6.99440447641887,7.06101785238475
1616688000000,8.211,12.2,7.951,11.58,1091898.527,1616691599999,11628769.00592400,32084,584822.73800000,6220478.01054200,0,2021-03-25 16:00:00,41.03032517354768,48.581171599074395
1616695200000,9.565,10.75,9.066,9.734,425078.392,1616698799999,4191555.10904200,17474,216511.12500000,2143782.48579100,0,2021-03-25 18:00:00,1.7668583376894982,12.38891792995296
1616702400000,9.818,11.85,9.361,11.803,688053.002,1616705999999,7569807.48888800,30328,364151.56800000,4010847.96318400,0,2021-03-25 20:00:00,20.21796699938889,20.69667956814015
1616713200000,9.915,11.22,9.894,11.177,129972.442,1616716799999,1369579.50261600,7029,73127.70600000,771244.42442200,0,2021-03-25 23:00:00,12.72818961169945,13.161875945537084
1616724000000,10.448,11.28,10.448,11.206,121934.067,1616727599999,1331110.75141600,5432,61044.90400000,668648.03031400,0,2021-03-26 02:00:00,7.2549770290964695,7.963246554364462
1616788800000,9.639,10.38,9.639,10.38,74513.238,1616792399999,747022.18825700,3748,43874.03600000,441284.05478800,0,2021-03-26 20:00:00,7.68751945222535,7.68751945222535
1616983200000,9.87,10.82,9.718,10.563,55071.185,1616986799999,573363.06524700,3809,31590.47700000,328138.02297300,0,2021-03-29 02:00:00,7.021276595744695,9.625126646403254
1617159600000,11.988,13.5,11.966,12.25,149302.213,1617163199999,1900502.78198400,8551,74773.98600000,948530.08511700,0,2021-03-31 03:00:00,2.1855188521855227,12.612612612612617
1617760800000,11.261,12.588,11.26,11.7,75182.583,1617764399999,905620.91417900,4732,38886.38300000,469845.67503600,0,2021-04-07 02:00:00,3.8984104431222812,11.784033389574638
1617814800000,10.404,11.25,10.34,11.062,44540.244,1617818399999,480655.11320900,2879,23462.84500000,252990.06737700,0,2021-04-07 17:00:00,6.324490580545938,8.131487889273357
1617818400000,11.081,14.2,11.062,13.6,537319.225,1617821999999,6949084.23406800,25071,303413.65800000,3917268.84309600,0,2021-04-07 18:00:00,22.73260536052703,28.147279126432633
1617854400000,11.702,12.86,11.601,12.506,63894.001,1617857999999,790352.16048900,4744,32857.69500000,406366.29038400,0,2021-04-08 04:00:00,6.870620406768076,9.89574431721073
1617868800000,12.341,12.972,12.341,12.972,15866.328,1617872399999,200638.82413000,1304,8496.66500000,107686.93903600,0,2021-04-08 08:00:00,5.11303784134187,5.11303784134187
1617886800000,12.111,13.684,11.951,13.636,53766.975,1617890399999,696268.68862200,3869,29713.90400000,386163.04153300,0,2021-04-08 13:00:00,12.591858640904949,12.98819255222524
1617894000000,13.731,14.9,13.571,13.572,177973.05,1617897599999,2542970.37187600,11734,87009.47000000,1248394.06290800,0,2021-04-08 15:00:00,-1.1579637317019933,8.513582404777514
1617901200000,13.635,15.4,13.635,14.239,275210.412,1617904799999,4011499.23165000,15627,138781.26700000,2029908.57185700,0,2021-04-08 17:00:00,4.429776310964437,12.944627796112949
