pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,regime_at_open,specialist,cumulative_profit,equity,peak,drawdown_abs,drawdown_pct
ETH/USDT:USDT,123.513,123.513,0.39,2025-04-13 13:45:00+00:00,2025-04-13 13:50:00+00:00,1583.5,1572.14,0.0005,0.0005,5,0.03090329503242306,5.341070279999999,trailing_stop_loss,1621.5,-0.12,1572.14,-0.01,1569.01,1589.09,False,SNIPER_BEAR_SHORT,5.0,True,1744551900000,1744552200000,"[{'amount': 0.39, 'safe_price': 1583.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744551900000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 617.8737825000001}, {'amount': 0.39, 'safe_price': 1572.14, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744552200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 613.4411673000001}]",0.0,6,LATERAL,🔮 Lateral (USANDO BEAR),5.341070279999999,1005.34107028,1005.34107028,0.0,0.0
DOGE/USDT:USDT,123.735548,123.735548,3811.0,2025-04-13 13:45:00+00:00,2025-04-13 13:50:00+00:00,0.16234,0.16148,0.0005,0.0005,5,0.021511618196679957,3.724589386,trailing_stop_loss,0.16623,-0.12,0.16148,-0.01,0.16116,0.16276,False,SNIPER_BEAR_SHORT,5.0,True,1744551900000,1744552200000,"[{'amount': 3811.0, 'safe_price': 0.16234, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744551900000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 618.98707887}, {'amount': 3811.0, 'safe_price': 0.16148, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744552200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 615.70798014}]",0.0,6,LATERAL,🔮 Lateral (USANDO BEAR),9.065659665999998,1009.065659666,1009.065659666,0.0,0.0
AVAX/USDT:USDT,121.7246,121.7246,31.0,2025-04-13 13:45:00+00:00,2025-04-13 13:55:00+00:00,19.633,19.535,0.0005,0.0005,10,0.019980448126574367,3.4032544000000002,trailing_stop_loss,20.104,-0.12,19.535,-0.01,19.497,19.686,False,SNIPER_BEAR_SHORT,5.0,True,1744551900000,1744552500000,"[{'amount': 31.0, 'safe_price': 19.633, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744551900000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 608.9273114999999}, {'amount': 31.0, 'safe_price': 19.535, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744552500000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 605.8877925}]",0.0,6,LATERAL,🔮 Lateral (USANDO BEAR),12.468914065999998,1012.468914066,1012.468914066,0.0,0.0
LINK/USDT:USDT,123.7275,123.7275,48.75,2025-04-13 13:45:00+00:00,2025-04-13 13:55:00+00:00,12.69,12.618,0.0005,0.0005,10,0.023394676061434975,4.0503645,trailing_stop_loss,12.994,-0.12,12.618,-0.01,12.593,12.733,False,SNIPER_BEAR_SHORT,5.0,True,1744551900000,1744552500000,"[{'amount': 48.75, 'safe_price': 12.69, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744551900000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 618.9468187499999}, {'amount': 48.75, 'safe_price': 12.618, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744552500000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 615.43506375}]",0.0,6,LATERAL,🔮 Lateral (USANDO BEAR),16.519278565999997,1016.519278566,1016.519278566,0.0,0.0
ETH/USDT:USDT,125.060356,125.060356,0.398,2025-04-13 13:55:00+00:00,2025-04-13 15:05:00+00:00,1571.11,1582.34,0.0005,0.0005,70,-0.040777321657245166,-7.135907169999999,airbag_1m_pump_real,1608.81,-0.12,1608.81,-0.12,1565.11,1588.76,False,SNIPER_BEAR_SHORT,5.0,True,1744552500000,1744556700000,"[{'amount': 0.398, 'safe_price': 1571.11, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744552500000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 625.61443089}, {'amount': 0.398, 'safe_price': 1582.34, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744556700000, 'ft_is_entry': False, 'ft_order_tag': 'airbag_1m_pump_real', 'cost': 630.0862056599999}]",0.0,6,LATERAL,🔮 Lateral (USANDO BEAR),9.383371395999998,1009.383371396,1016.519278566,7.135907169999996,0.7019942779704673
DOGE/USDT:USDT,125.190846,125.190846,3879.0,2025-04-13 13:55:00+00:00,2025-04-13 16:00:00+00:00,0.16137,0.16223,0.0005,0.0005,125,-0.03133404824186588,-5.489084495999999,airbag_1m_pump_real,0.16524,-0.12,0.16524,-0.12,0.16092,0.16311,False,SNIPER_BEAR_SHORT,5.0,True,1744552500000,1744560000000,"[{'amount': 3879.0, 'safe_price': 0.16137, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744552500000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 626.267207115}, {'amount': 3879.0, 'safe_price': 0.16223, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744560000000, 'ft_is_entry': False, 'ft_order_tag': 'airbag_1m_pump_real', 'cost': 629.604815085}]",0.04278756483905401,6,LATERAL,🔮 Lateral (USANDO BEAR),3.894286899999998,1003.8942869,1016.519278566,12.624991666000028,1.2419825115181344
XRP/USDT:USDT,125.208892,125.208892,292.9,2025-04-13 13:55:00+00:00,2025-04-13 16:10:00+00:00,2.1374,2.1552,0.0005,0.0005,135,-0.04634420687467388,-8.119727616,airbag_1m_pump_real,2.1886,-0.12,2.1886,-0.12,2.13,2.1588,False,SNIPER_BEAR_SHORT,5.0,True,1744552500000,1744560600000,"[{'amount': 292.9, 'safe_price': 2.1374, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744552500000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 626.35748223}, {'amount': 292.9, 'safe_price': 2.1552, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744560600000, 'ft_is_entry': False, 'ft_order_tag': 'airbag_1m_pump_real', 'cost': 631.5737090399998}]",0.04246582786862348,6,LATERAL,🔮 Lateral (USANDO BEAR),-4.225440716000002,995.774559284,1016.519278566,20.744719282000005,2.040760044537916
SOL/USDT:USDT,123.2496,123.2496,4.86,2025-04-13 20:40:00+00:00,2025-04-13 20:55:00+00:00,126.8,126.252,0.0005,0.0005,15,0.01662795119957455,2.8677090959999996,trailing_stop_loss,129.843,-0.12,126.252,-0.01,126.0,127.0,False,SNIPER_BEAR_SHORT,5.0,True,1744576800000,1744577700000,"[{'amount': 4.86, 'safe_price': 126.8, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744576800000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 616.5561240000001}, {'amount': 4.86, 'safe_price': 126.252, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744577700000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 613.89151236}]",0.0,6,LATERAL,🔮 Lateral (USANDO BEAR),-1.3577316200000027,998.64226838,1016.519278566,17.877010186000007,1.7586493992734735
AVAX/USDT:USDT,119.9204,119.9204,31.0,2025-04-13 21:40:00+00:00,2025-04-14 00:10:00+00:00,19.342,19.806,0.0005,0.0005,150,-0.125171209158203,-21.004306652,stop_loss,19.806,-0.12,19.806,-0.12,19.337,19.835,False,SNIPER_BEAR_SHORT,5.0,True,1744580400000,1744589400000,"[{'amount': 31.0, 'safe_price': 19.342, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744580400000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 599.901801}, {'amount': 31.0, 'safe_price': 19.806, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744589400000, 'ft_is_entry': False, 'ft_order_tag': 'stop_loss', 'cost': 614.2929929999999}]",-0.0122821809984632,0,LATERAL,🔮 Lateral (USANDO BEAR),-22.362038272000003,977.637961728,1016.519278566,38.881316837999975,3.824946329876764
DOGE/USDT:USDT,121.757384,121.757384,3778.0,2025-04-14 15:40:00+00:00,2025-04-14 15:45:00+00:00,0.16114,0.15997,0.0005,0.0005,5,0.03133765591992968,5.339156494,trailing_stop_loss,0.165,-0.12,0.15997,-0.01,0.15966,0.16155,False,SNIPER_BEAR_SHORT,5.0,True,1744645200000,1744645500000,"[{'amount': 3778.0, 'safe_price': 0.16114, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744645200000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 609.0913134599999}, {'amount': 3778.0, 'safe_price': 0.15997, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744645500000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 604.66884333}]",0.0,0,LATERAL,🔮 Lateral (USANDO BEAR),-17.022881778000002,982.977118222,1016.519278566,33.54216034400008,3.2997072511323036
AVAX/USDT:USDT,119.25,119.25,30.0,2025-04-14 15:40:00+00:00,2025-04-14 15:50:00+00:00,19.875,19.766,0.0005,0.0005,10,0.022446317498371827,3.7455389999999995,trailing_stop_loss,20.352,-0.12,19.766,-0.01,19.727,19.976,False,SNIPER_BEAR_SHORT,5.0,True,1744645200000,1744645800000,"[{'amount': 30.0, 'safe_price': 19.875, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744645200000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 596.5481249999999}, {'amount': 30.0, 'safe_price': 19.766, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744645800000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 593.2764899999999}]",0.0,0,LATERAL,🔮 Lateral (USANDO BEAR),-13.277342778000003,986.722657222,1016.519278566,29.796621344000073,2.9312401616262562
SOL/USDT:USDT,121.69104,121.69104,4.72,2025-04-14 15:40:00+00:00,2025-04-14 15:45:00+00:00,128.91,128.286,0.0005,0.0005,5,0.01922464606750664,3.2736164159999994,trailing_stop_loss,132.003,-0.12,128.286,-0.01,128.03,129.23,False,SNIPER_BEAR_SHORT,5.0,True,1744645200000,1744645500000,"[{'amount': 4.72, 'safe_price': 128.91, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744645200000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 608.7594276}, {'amount': 4.72, 'safe_price': 128.286, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744645500000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 605.81267496}]",0.0,0,LATERAL,🔮 Lateral (USANDO BEAR),-10.003726362000004,989.996273638,1016.519278566,26.523004927999978,2.6091984173104796
LINK/USDT:USDT,121.765644,121.765644,47.74,2025-04-14 15:40:00+00:00,2025-04-14 15:45:00+00:00,12.753,12.698,0.0005,0.0005,5,0.016582626763864173,2.8254584819999997,trailing_stop_loss,13.059,-0.12,12.698,-0.01,12.673,12.814,False,SNIPER_BEAR_SHORT,5.0,True,1744645200000,1744645500000,"[{'amount': 47.74, 'safe_price': 12.753, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744645200000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 609.1326341099999}, {'amount': 47.74, 'safe_price': 12.698, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744645500000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 606.50562126}]",0.0,0,LATERAL,🔮 Lateral (USANDO BEAR),-7.1782678800000035,992.82173212,1016.519278566,23.697546446000047,2.3312441727057145
DOGE/USDT:USDT,123.0999,123.0999,3850.0,2025-04-14 15:50:00+00:00,2025-04-14 18:00:00+00:00,0.15987,0.16097,0.0005,0.0005,130,-0.03951181682804109,-6.80605625,airbag_1m_pump_real,0.1637,-0.12,0.1637,-0.12,0.15897,0.16148,False,SNIPER_BEAR_SHORT,5.0,True,1744645800000,1744653600000,"[{'amount': 3850.0, 'safe_price': 0.15987, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744645800000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 615.80724975}, {'amount': 3850.0, 'safe_price': 0.16097, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744653600000, 'ft_is_entry': False, 'ft_order_tag': 'airbag_1m_pump_real', 'cost': 620.0443672499999}]",-0.008851754449999999,0,LATERAL,🔮 Lateral (USANDO BEAR),-13.984324130000005,986.01567587,1016.519278566,30.50360269600003,3.0007893936877763
XRP/USDT:USDT,122.48398,122.48398,289.0,2025-04-15 17:25:00+00:00,2025-04-15 18:15:00+00:00,2.1191,2.1067,0.0005,0.0005,50,0.024284474831441492,4.16216066,trailing_stop_loss,2.1699,-0.12,2.1067,-0.01,2.1025,2.1251,False,SNIPER_BEAR_SHORT,5.0,True,1744737900000,1744740900000,"[{'amount': 289.0, 'safe_price': 2.1191, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744737900000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 612.7261099499999}, {'amount': 289.0, 'safe_price': 2.1067, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744740900000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 609.14071815}]",0.0,1,LATERAL,🔮 Lateral (USANDO BEAR),-9.822163470000005,990.17783653,1016.519278566,26.34144203599999,2.591337182818585
AVAX/USDT:USDT,120.0444,120.0444,31.0,2025-04-15 17:25:00+00:00,2025-04-15 19:25:00+00:00,19.362,19.249,0.0005,0.0005,120,0.02420756396171436,4.0663413,trailing_stop_loss,19.826,-0.12,19.249,-0.01,19.211,19.558,False,SNIPER_BEAR_SHORT,5.0,True,1744737900000,1744745100000,"[{'amount': 31.0, 'safe_price': 19.362, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744737900000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 600.522111}, {'amount': 31.0, 'safe_price': 19.249, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744745100000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 597.0173594999999}]",0.0,1,LATERAL,🔮 Lateral (USANDO BEAR),-5.7558221700000045,994.24417783,1016.519278566,22.275100736000013,2.1913111935686467
SOL/USDT:USDT,122.45404,122.45404,4.78,2025-04-15 17:55:00+00:00,2025-04-15 18:15:00+00:00,128.09,127.464,0.0005,0.0005,20,0.019457890394178272,3.3341083159999996,trailing_stop_loss,131.164,-0.12,127.464,-0.01,127.21,128.53,False,SNIPER_BEAR_SHORT,5.0,True,1744739700000,1744740900000,"[{'amount': 4.78, 'safe_price': 128.09, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744739700000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 612.5763351}, {'amount': 4.78, 'safe_price': 127.464, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744740900000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 609.5825589599999}]",0.0,1,LATERAL,🔮 Lateral (USANDO BEAR),-2.421713854000005,997.578286146,1016.519278566,18.940992420000043,1.8633185635908482
SOL/USDT:USDT,122.9436,122.9436,4.81,2025-04-15 18:20:00+00:00,2025-04-15 20:50:00+00:00,127.8,127.254,0.0005,0.0005,150,0.016380373285234166,2.817997182,trailing_stop_loss,130.867,-0.12,127.254,-0.01,127.0,128.67,False,SNIPER_BEAR_SHORT,5.0,True,1744741200000,1744750200000,"[{'amount': 4.81, 'safe_price': 127.8, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744741200000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 615.025359}, {'amount': 4.81, 'safe_price': 127.254, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744750200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 612.3977858699999}]",0.0,1,LATERAL,🔮 Lateral (USANDO BEAR),0.3962833279999951,1000.396283328,1016.519278566,16.122995238000044,1.5860983237568003
XRP/USDT:USDT,123.170124,123.170124,291.9,2025-04-15 18:20:00+00:00,2025-04-15 20:50:00+00:00,2.1098,2.1003,0.0005,0.0005,150,0.017534006321747578,3.0220202599999997,trailing_stop_loss,2.1604,-0.12,2.1003,-0.01,2.0962,2.1293,False,SNIPER_BEAR_SHORT,5.0,True,1744741200000,1744750200000,"[{'amount': 291.9, 'safe_price': 2.1098, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744741200000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 616.1585453099999}, {'amount': 291.9, 'safe_price': 2.1003, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744750200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 613.3841087849999}]",0.0,1,LATERAL,🔮 Lateral (USANDO BEAR),3.418303587999995,1003.418303588,1016.519278566,13.100974978000067,1.2888073304897438
BTC/USDT:USDT,117.90702,117.90702,0.007,2025-04-15 18:20:00+00:00,2025-04-15 22:45:00+00:00,84219.3,83799.8,0.0005,0.0005,265,0.019927634113532752,3.28780641,trailing_stop_loss,86240.5,-0.12,83799.8,-0.01,83632.6,84462.4,False,SNIPER_BEAR_SHORT,5.0,True,1744741200000,1744757100000,"[{'amount': 0.007, 'safe_price': 84219.3, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744741200000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 589.82986755}, {'amount': 0.007, 'safe_price': 83799.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744757100000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 586.8918993}]",0.0,1,LATERAL,🔮 Lateral (USANDO BEAR),6.706109997999995,1006.706109998,1016.519278566,9.813168568000037,0.9653696466872166
DOGE/USDT:USDT,124.3176,124.3176,4080.0,2025-04-16 08:05:00+00:00,2025-04-16 08:15:00+00:00,0.15235,0.15158,0.0005,0.0005,10,0.020293540271941024,3.53021592,trailing_stop_loss,0.156,-0.12,0.15158,-0.01,0.15128,0.15268,False,SNIPER_BEAR_SHORT,5.0,True,1744790700000,1744791300000,"[{'amount': 4080.0, 'safe_price': 0.15235, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744790700000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 621.8987940000001}, {'amount': 4080.0, 'safe_price': 0.15158, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744791300000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 618.7556232}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),10.236325917999995,1010.236325918,1016.519278566,6.282952647999991,0.6180849473768298
LINK/USDT:USDT,124.32632,124.32632,51.4,2025-04-16 08:10:00+00:00,2025-04-16 10:25:00+00:00,12.094,12.178,0.0005,0.0005,135,-0.039765210867381766,-6.91794656,airbag_1m_pump_real,12.384,-0.12,12.384,-0.12,12.039,12.304,False,SNIPER_BEAR_SHORT,5.0,True,1744791000000,1744799100000,"[{'amount': 51.4, 'safe_price': 12.094, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744791000000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 621.9424157999999}, {'amount': 51.4, 'safe_price': 12.178, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744799100000, 'ft_is_entry': False, 'ft_order_tag': 'airbag_1m_pump_real', 'cost': 626.2621746}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),3.318379357999995,1003.318379358,1016.519278566,13.20089920800001,1.2986373683559125
AVAX/USDT:USDT,122.6148,122.6148,33.0,2025-04-16 08:10:00+00:00,2025-04-16 10:25:00+00:00,18.578,18.86,0.0005,0.0005,135,-0.08097465677612194,-13.893217799999999,airbag_1m_pump_real,19.023,-0.12,19.023,-0.12,18.55,18.984,False,SNIPER_BEAR_SHORT,5.0,True,1744791000000,1744799100000,"[{'amount': 33.0, 'safe_price': 18.578, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744791000000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 613.3805369999999}, {'amount': 33.0, 'safe_price': 18.86, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744799100000, 'ft_is_entry': False, 'ft_order_tag': 'airbag_1m_pump_real', 'cost': 622.69119}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),-10.574838442000004,989.425161558,1016.519278566,27.094117008000012,2.665381520970422
ETH/USDT:USDT,124.608,124.608,0.4,2025-04-16 08:15:00+00:00,2025-04-16 09:15:00+00:00,1557.6,1576.51,0.0005,0.0005,60,-0.06576559658874122,-11.4671508,airbag_1m_pump_real,1594.98,-0.12,1594.98,-0.12,1555.72,1582.75,False,SNIPER_BEAR_SHORT,5.0,True,1744791300000,1744794900000,"[{'amount': 0.4, 'safe_price': 1557.6, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744791300000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 623.3515199999999}, {'amount': 0.4, 'safe_price': 1576.51, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744794900000, 'ft_is_entry': False, 'ft_order_tag': 'airbag_1m_pump_real', 'cost': 630.919302}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),-22.041989242000007,977.958010758,1016.519278566,38.561267808000025,3.7934615330068566
XRP/USDT:USDT,124.64408,124.64408,305.8,2025-04-16 08:15:00+00:00,2025-04-16 09:30:00+00:00,2.038,2.0716,0.0005,0.0005,75,-0.08751873483356004,-15.264532975999998,airbag_1m_pump_real,2.0869,-0.12,2.0869,-0.12,2.036,2.0831,False,SNIPER_BEAR_SHORT,5.0,True,1744791300000,1744795800000,"[{'amount': 305.8, 'safe_price': 2.038, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744791300000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 623.5320102}, {'amount': 305.8, 'safe_price': 2.0716, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744795800000, 'ft_is_entry': False, 'ft_order_tag': 'airbag_1m_pump_real', 'cost': 633.8120276400001}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),-37.306522218000005,962.693477782,1016.519278566,53.82580078400008,5.29510870270281
SOL/USDT:USDT,124.48244,124.48244,5.03,2025-04-16 08:15:00+00:00,2025-04-16 10:25:00+00:00,123.74,125.51,0.0005,0.0005,130,-0.07659498894428626,-13.341949249999999,airbag_1m_pump_real,126.709,-0.12,126.709,-0.12,123.44,125.84,False,SNIPER_BEAR_SHORT,5.0,True,1744791300000,1744799100000,"[{'amount': 5.03, 'safe_price': 123.74, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744791300000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 622.7234060999999}, {'amount': 5.03, 'safe_price': 125.51, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744799100000, 'ft_is_entry': False, 'ft_order_tag': 'airbag_1m_pump_real', 'cost': 631.63095765}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),-50.648471468000004,949.351528532,1016.519278566,67.16775003400005,6.607621857280793
DOGE/USDT:USDT,119.244488,119.244488,3922.0,2025-04-16 17:50:00+00:00,2025-04-16 17:55:00+00:00,0.15202,0.15103,0.0005,0.0005,5,0.027591581608459804,4.6038985299999995,trailing_stop_loss,0.15566,-0.12,0.15103,-0.01,0.1501,0.15203,False,SNIPER_BEAR_SHORT,5.0,True,1744825800000,1744826100000,"[{'amount': 3922.0, 'safe_price': 0.15202, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744825800000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 596.52055122}, {'amount': 3922.0, 'safe_price': 0.15103, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744826100000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 592.6358298299999}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),-46.044572938,953.955427062,1016.519278566,62.56385150400001,6.154713719965902
BTC/USDT:USDT,117.53812,117.53812,0.007,2025-04-16 17:50:00+00:00,2025-04-16 17:55:00+00:00,83955.8,83364.5,0.0005,0.0005,5,0.030247689671139413,4.97487053,trailing_stop_loss,85970.7,-0.12,83364.5,-0.01,83198.2,83960.0,False,SNIPER_BEAR_SHORT,5.0,True,1744825800000,1744826100000,"[{'amount': 0.007, 'safe_price': 83955.8, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744825800000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 587.9844453}, {'amount': 0.007, 'safe_price': 83364.5, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744826100000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 583.84327575}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),-41.069702408000005,958.930297592,1016.519278566,57.58898097400004,5.665311242816821
ETH/USDT:USDT,119.86821,119.86821,0.385,2025-04-16 17:55:00+00:00,2025-04-16 18:00:00+00:00,1556.73,1545.03,0.0005,0.0005,5,0.032613867204169235,5.470375679999999,trailing_stop_loss,1594.09,-0.12,1540.63,-0.01,1537.56,1558.29,False,SNIPER_BEAR_SHORT,5.0,True,1744826100000,1744826400000,"[{'amount': 0.385, 'safe_price': 1556.73, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744826100000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 599.640720525}, {'amount': 0.385, 'safe_price': 1545.03, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744826400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 595.1339682749999}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),-35.59932672800001,964.400673272,1016.519278566,52.118605294000076,5.1271634874966265
XRP/USDT:USDT,120.11004,120.11004,291.6,2025-04-16 17:55:00+00:00,2025-04-16 18:00:00+00:00,2.0595,2.0517,0.0005,0.0005,5,0.013953079963142533,2.345093856,trailing_stop_loss,2.1089,-0.12,2.0497,-0.01,2.0457,2.0699,False,SNIPER_BEAR_SHORT,5.0,True,1744826100000,1744826400000,"[{'amount': 291.6, 'safe_price': 2.0595, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744826100000, 'ft_is_entry': True, 'ft_order_tag': 'SNIPER_BEAR_SHORT', 'cost': 600.8504751}, {'amount': 291.6, 'safe_price': 2.0517, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744826400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 598.57485786}]",0.0,2,LATERAL,🔮 Lateral (USANDO BEAR),-33.25423287200001,966.745767128,1016.519278566,49.773511438000014,4.89646507326603
